116th Bill Name,117th Bill Name,Long Title
116-HB2465,117-HB3729,"To amend the Higher Education Act of 1965 to establish a program that enables college-bound residents of the Northern Mariana Islands and American Samoa to have greater choices among institutions of higher education, and for other purposes."
116-HB3350,117-HB3400,"To amend title 38, United States Code, to reimburse veterans for the cost of emergency medical transportation to a Federal facility, and for other purposes."
116-HB8037,117-HB5184,"To amend section 337 of the Tariff Act of 1930 with respect to requirements for domestic industries, and for other purposes."
116-HB8592,117-HB2354,To require the Secretary of Labor to revise the Standard Occupational Classification System to accurately count the number of emergency medical services practitioners in the United States.
116-HB7406,117-HB1578,"To streamline nuclear technology regulatory permitting and licensing, and for other purposes."
116-HB2374,117-HB2883,"To enable the Federal Trade Commission to deter filing of sham citizen petitions to cover an attempt to interfere with approval of a competing generic drug or biosimilar, to foster competition and facilitate the efficient review of petitions filed in good faith to raise legitimate public heath concerns, and for other purposes."
116-HB6534,117-HB8077,"To include reasonable costs for high-speed internet service in the utility allowances for families residing in public housing, and for other purposes."
116-HB7303,117-HB1485,"To provide additional funds for Federal and State facility energy resiliency programs, and for other purposes."
116-HB7302,117-HB1783,"To make high-speed broadband internet service accessible and affordable to all Americans, and for other purposes."
116-HB6102,117-HB4128,"To amend the Federal Food, Drug, and Cosmetic Act to provide for the regulation of in vitro clinical tests, and for other purposes."
116-HB5760,117-HB4939,"To provide for a comprehensive interdisciplinary research, development, and demonstration initiative to strengthen the capacity of the energy sector to prepare for and withstand cyber and physical attacks, and for other purposes."
116-HB8273,117-HB4606,To establish programs and authorities to facilitate the commercial application of clean energy and related technologies in the United States.
116-HB7487,117-HB6569,To promote and support the local arts and creative economy in the United States.
116-HB1695,117-HB5129,To amend the Community Services Block Grant Act to reauthorize and modernize the Act.
116-HB8436,117-HB5742,"To prohibit discrimination in health care and require the provision of equitable health care, and for other purposes."
116-HB7477,117-HB1388,To require the Secretary of Labor to establish a program to provide grants for job guarantee programs.
116-HB8782,117-HB3474,"To prohibit and prevent seclusion, mechanical restraint, chemical restraint, and dangerous restraints that restrict breathing, and to prevent and reduce the use of physical restraint in schools, and for other purposes."
116-HB6930,117-HB3927,"To mitigate drug shortages and provide incentives for maintaining, expanding, and relocating the manufacturing of active pharmaceutical ingredients, excipients, medical diagnostic devices, pharmaceuticals, and personal protective equipment in the United States, and for other purposes."
116-HB1092,117-HB5666,"To amend title 38, United States Code, to expand health care and benefits from the Department of Veterans Affairs for military sexual trauma, and for other purposes."
116-HB6356,117-HB5723,To protect our Social Security system and improve benefits for current and future generations.
116-HB4874,117-HB2361,"To amend the Department of Agriculture Reorganization Act of 1994 to establish the Rural Innovation and Partnership Administration and to amend the Consolidated Farm and Rural Development Act to establish the Rural Future Partnership Fund to invest in the rural areas of the United States to achieve their preferred future while maximizing their contribution to the well-being of the United States, and for other purposes."
116-HB3923,117-HB2434,"To require Federal agencies to address environmental justice, to require consideration of cumulative impacts in certain permitting decisions, and for other purposes."
116-HB8477,117-HB865,"To amend the Immigration and Nationality Act to improve the H-1B visa program, to repeal the diversity visa lottery program, and for other purposes."
116-HB4054,117-HB1171,"To amend the Federal Election Campaign Act of 1971 to require the sponsors of certain general public political advertisements to include in the advertisements information on the persons who provided the funding for such advertisements, and for other purposes."
116-HB8270,117-HB3224,"To amend title 10, United States Code, to improve the responses of the Department of Defense to sex-related offenses, and for other purposes."
116-HB8954,117-HB7549,"To reform the process by which temporary nonagricultural workers' visas are allocated, and for other purposes."
116-HB3071,117-HB1777,To address foreign threats to higher education in the United States.
116-HB7330,117-HB848,"To amend the Internal Revenue Code of 1986 to provide incentives for renewable energy and energy efficiency, and for other purposes."
116-HB8053,117-HB1366,"To enforce the Twenty-sixth Amendment, and for other purposes."
116-HB8516,117-HB2614,"To provide for the retrocession of the District of Columbia to Maryland, and for other purposes."
116-HB8769,117-HB741,"To support the sustainable aviation fuel market, and for other purposes."
116-HB5861,117-HB2803,"To address the impact of climate change on agriculture, and for other purposes."
116-HB7248,117-HB3341,"To authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes."
116-HB4364,117-HB1517,"To amend the Mineral Leasing Act to make certain adjustments to the fiscal terms for fossil fuel development and to make other reforms to improve returns to taxpayers for the development of Federal energy resources, and for other purposes."
116-HB8454,117-HB6544,"To establish a National Commission on Online Child Sexual Exploitation Prevention, and for other purposes."
116-HB3230,117-HB2395,To combat the spread of disinformation through restrictions on deep-fake video alteration technology.
116-HB8582,117-HB1805,"To amend the Clean Air Act to establish a tradeable performance standard covering emissions from the electricity generation and industrial sectors, and for other purposes."
116-HB5770,117-HB9182,"To establish a national network of electric vehicle charging stations, and for other purposes."
116-HB5185,117-HB2664,"To provide economic empowerment opportunities in the United States through the modernization of public housing, and for other purposes."
116-HB1170,117-HB8005,To enhance Social Security benefits and ensure the long-term solvency of the Social Security program.
116-HB5004,117-HB6670,"To permit employees to request changes to their work schedules without fear of retaliation and to ensure that employers consider these requests, and to require employers to provide more predictable and stable schedules for employees in certain occupations with evidence of unpredictable and unstable scheduling practices that negatively affect employees, and for other purposes."
116-HB6718,117-HB4421,"To place a moratorium on large concentrated animal feeding operations, to strengthen the Packers and Stockyards Act, 1921, to require country of origin labeling on beef, pork, and dairy products, and for other purposes."
116-HB8939,117-HB8814,"To amend title 18, United States Code, to protect pain-capable unborn children, and for other purposes."
116-HB2415,117-HB2222,"To provide standards for facilities at which aliens in the custody of the Department of Homeland Security are detained, and for other purposes."
116-HB8371,117-HB5089,"To promote low-carbon, high-octane fuels, to protect public health, and to improve vehicle efficiency and performance, and for other purposes."
116-HB8569,117-HB3624,To provide for a National Disaster Safety Board.
116-HB8506,117-HB2127,"To improve the provision of health care and other benefits from the Department of Veterans Affairs for veterans who were exposed to toxic substances, and for other purposes."
116-HB8569,117-HB5532,To provide for a National Disaster Safety Board.
116-HB5392,117-HB5050,"To amend title II of the Social Security Act to make various reforms to Social Security, and for other purposes."
116-HB4142,117-HB3311,"To rebuild the Nation's infrastructure, provide a consumer rebate to the American people, assist coal country, reduce harmful pollution, and for other purposes."
116-HB7755,117-HB2941,"To amend the Help America Vote Act of 2002 to increase voting accessibility for individuals with disabilities and older individuals, and for other purposes."
116-HB8913,117-HB1681,"To report data on COVID-19 immigration detention facilities and local correctional facilities that contract with U.S. Immigration and Customs Enforcement, and for other purposes."
116-HB8363,117-HB5314,"To protect our democracy by preventing abuses of presidential power, restoring checks and balances and accountability and transparency in government, and defending elections against foreign interference, and for other purposes."
116-HB8021,117-HB4155,"To encourage energy efficiency, conservation, and development of renewable energy sources for housing, and to create sustainable communities."
116-HB3697,117-HB59,"To amend the Magnuson-Stevens Fishery Conservation and Management Act to provide flexibility for fishery managers and stability for fishermen, and for other purposes."
116-HB8882,117-HB1438,"To establish a national integrated flood information system within the National Oceanic and Atmospheric Administration, and for other purposes."
116-HB8527,117-HB8588,"To address the high costs of health care services, prescription drugs, and health insurance coverage in the United States, and for other purposes."
116-HB9021,117-HB1985,To amend titles XVIII and XIX of the Social Security Act to modernize Federal nursing home protections and to enhance care quality and transparency for nursing home residents and their families.
116-HB6871,117-HB710,"To create a Coronavirus Containment Corps, and for other purposes."
116-HB6646,117-HB602,To provide State and local workforce and career and technical education systems with support to respond to the COVID-19 national emergency.
116-HB7214,117-HB3594,"To authorize appropriations to the Department of Transportation for surface transportation research, development, and deployment, and for other purposes."
116-HB2579,117-HB7580,"To modify the requirements applicable to locatable minerals on public domain lands, consistent with the principles of self-initiation of mining claims, and for other purposes."
116-HB5150,117-HB2055,"To amend the Ethics in Government Act of 1978, the Rules of the House of Representatives, the Lobbying Disclosure Act of 1995, the Legislative Reorganization Act of 1946, the Duncan Hunter National Defense Authorization Act for Fiscal Year 2009, the Internal Revenue Code of 1986, the Foreign Agents Registration Act of 1938, the Financial Stability Act of 2010, and the Federal Funding Accountability and Transparency Act of 2006 to improve access to information in the legislative and executive branches of the Government, and for other purposes."
116-HB1740,117-HB4288,"To amend the Immigration and Nationality Act to provide for an H-2C nonimmigrant classification, and for other purposes."
116-HB7991,117-HB1663,"To provide for the water quality restoration of the Tijuana River and the New River, and for other purposes."
116-HB4022,117-HB97,To abolish the death penalty under Federal law.
116-HB3381,117-HB4898,"To amend the Higher Education Act of 1965 to increase transparency and reporting on campus sexual violence, and for other purposes."
116-HB3656,117-HB9584,To improve patient access to health care services and provide improved medical care by reducing the excessive burden the liability system places on the health care delivery system.
116-HB8774,117-HB4709,"To amend title 18, United States Code, to divert certain parents of minor children, expectant parents, and other caregivers from incarceration and into comprehensive programs providing resources, services, and training to those individuals and their families."
116-HB4269,117-HB2534,"To provide incentives for agricultural producers to carry out climate stewardship practices, to provide for increased reforestation across the United States, to establish the Coastal and Estuary Resilience Grant Program, and for other purposes."
116-HB8406,117-HB3237,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2021, and for other purposes."
116-HB8579,117-HB1089,"To establish a program to provide grants to eligible entities to deploy, install, and operate advanced transportation technologies, and for other purposes."
116-HB3102,117-HB6424,"To amend the Higher Education Act of 1965 to improve loans, and for other purposes."
116-HB4347,117-HB9179,"To enhance the Federal Government's planning and preparation for extreme weather and the Federal Government's dissemination of best practices to respond to extreme weather, thereby increasing resilience, improving regional coordination, and mitigating the financial risk to the Federal Government from such extreme weather, and for other purposes."
116-HB6415,117-HB3000,"To build on America's spirit of service to nurture, promote, and expand a culture of service to secure the Nation's future, address critical needs of the Nation, and strengthen the civic fabric of American society."
116-HB7248,117-HB3684,"To authorize funds for Federal-aid highways, highway safety programs, and transit programs, and for other purposes."
116-HB5319,117-HB5195,"To reauthorize the Native American Housing Assistance and Self-Determination Act of 1996, and for other purposes."
116-HB1740,117-HB7239,"To amend the Immigration and Nationality Act to provide for an H-2C nonimmigrant classification, and for other purposes."
116-HB7060,117-HB3647,"To improve the military justice system, and for other purposes."
116-HB7205,117-HB3703,"To facilitate the installation of broadband infrastructure, and for other purposes."
116-HB8696,117-HB2954,"To increase retirement savings, simplify and clarify retirement plan rules, and for other purposes."
116-HB8791,117-HB4357,"To amend the Homeland Security Act of 2002 to make certain reforms to the Department of Homeland Security, and for other purposes."
116-HB3994,117-HB1856,"To repeal certain provisions of the Communications Act of 1934, title 17 of the United States Code, and certain regulations, to allow for interim carriage of television broadcast signals, and for other purposes."
116-HB8903,117-HB2893,"To establish the National Police Misuse of Force Investigation Board, and for other purposes."
116-HB5318,117-HB5419,"To amend certain banking laws to establish requirements for bank mergers, and for other purposes."
116-HB8246,117-HB159,"To authorize the Secretary of Housing and Urban Development to establish a program enabling communities to better leverage resources to address health, economic development, and conservation concerns through needed investments in parks, recreational areas, facilities, and programs, and for other purposes."
116-HB7278,117-HB677,"To improve and reform policing practices, accountability and transparency."
116-HB3101,117-HB6425,"To amend the Higher Education Act of 1965 to increase the maximum Federal Pell Grant amount, and for other purposes."
116-HB8745,117-HB476,"To strengthen American economic resiliency and equitably expand economic opportunity by launching a national competition, promoting State and local strategic planning, encouraging innovation by the public and private sectors, and by substantially investing Federal resources in research and development."
116-HB8373,117-HB7614,"To provide for orderly and secure digital commodity exchange markets, and for other purposes."
116-HB6637,117-HB7585,"To improve the health of minority individuals, and for other purposes."
116-HB3815,117-HB6117,To increase access to pre-exposure prophylaxis to reduce the transmission of HIV.
116-HB5548,117-HB5453,"To improve the Fishery Resource Disaster Relief program of the National Marine Fisheries Service, and for other purposes."
116-HB5205,117-HB8148,"To amend the Worker Adjustment and Retraining Notification Act to support workers who are subject to an employment loss, and for other purposes."
116-HB7439,117-HB5832,"To establish the Retirement Savings Lost and Found, and for other purposes."
116-HB4822,117-HB1959,"To promote and ensure delivery of high-quality special education and related services to students with visual disabilities or who are deaf or hard of hearing or deaf-blind through instructional methodologies meeting their unique learning needs, to enhance accountability for the provision of such services, and for other purposes."
116-HB8946,117-HB2158,"To provide emergency relief assistance under a modified Community Development Block Grant program for communities facing economic damage from civil and social crises, and for other purposes."
116-HB4121,117-HB5737,To amend title II of the Social Security Act to enhance Social Security benefits and maintain the commitment and the long-term solvency of the Social Security program.
116-HB7061,117-HB2637,"To promote the domestic exploration, research, development, and processing of critical minerals to ensure the economic and national security of the United States, and for other purposes."
116-HB5041,117-HB2119,To amend the Family Violence Prevention and Services Act to make improvements.
116-HB8920,117-HB3932,To establish a program to develop antimicrobial innovations targeting the most challenging pathogens and most threatening infections.
116-HB3398,117-HB4449,"To provide low-income individuals with opportunities to enter and follow a career pathway in the health professions, to extend and expand demonstration projects, and for other purposes."
116-HB8747,117-HB4490,"To direct the Secretary of Labor to award formula and competitive grants for layoff aversion activities, and for other purposes."
116-HB8691,117-HB542,"To authorize the establishment of an Education Jobs Fund to retain and create education jobs in communities most impacted by COVID-19, and for other purposes."
116-HB3225,117-HB1503,"To amend the Mineral Leasing Act to make certain adjustments in leasing on Federal lands for oil and gas drilling, and for other purposes."
116-HB8470,117-HB2293,To establish procedures related to the coronavirus disease 2019 (COVID-19) in correctional facilities.
116-HB7781,117-HB2102,To eliminate certain subsidies for fossil-fuel production.
116-HB6866,117-HB651,To protect the privacy of health information during a national health emergency.
116-HB7649,117-HB352,"To establish an initiative for national testing, contact tracing, and pandemic response, and for other purposes."
116-HB7718,117-HB6878,"To address the health needs of incarcerated women related to pregnancy and childbirth, and for other purposes."
116-HB4684,117-HB3115,"To amend the Child Nutrition Act of 1966 and the Richard B. Russell National School Lunch Act to make breakfasts and lunches free for all children, and for other purposes."
116-HB1170,117-HB5215,To enhance Social Security benefits and ensure the long-term solvency of the Social Security program.
