Bill Name,Committee Name,Congress
117-HB526,Energy And Commerce,117
116-HB8388,Energy And Commerce,116
117-HB2654,Energy And Commerce,117
117-HB7350,Ways And Means,117
117-HB1018,Ways And Means,117
116-HB7332,Oversight and Reform,116
117-HB4931,Transportation And Infrastructure,117
117-HB7555,Administration,117
117-HB1965,Financial Services,117
116-HB4654,Veterans' Affairs,116
116-HB5626,Energy And Commerce,116
116-HB4745,Ways And Means,116
116-HB7906,Transportation And Infrastructure,116
117-HB2971,Judiciary,117
116-HB1871,Judiciary,116
116-HB5699,Agriculture,116
117-HB1425,Ways And Means,117
116-HB3760,Education and Labor,116
117-HB4340,Armed Services,117
116-HB8836,Energy And Commerce,116
117-HB1106,Energy And Commerce,117
117-HB2512,Natural Resources,117
116-HB5827,Homeland Security,116
116-HB1114,Energy And Commerce,116
117-HB65,Administration,117
116-HB1075,Education and Labor,116
116-HB5653,Oversight and Reform,116
117-HB4688,Oversight and Reform,117
117-HR1285,Ways And Means,117
117-HR229,Administration,117
117-HB8472,Education and Labor,117
117-HB4720,Ways And Means,117
117-HB2564,Oversight and Reform,117
117-HB475,Armed Services,117
116-HB5817,Energy And Commerce,116
116-HR116,Foreign Affairs,116
116-HB6358,Financial Services,116
116-HB4396,Education and Labor,116
117-HR680,Judiciary,117
117-HB7175,Financial Services,117
116-HJR85,Transportation And Infrastructure,116
117-HB6932,Oversight and Reform,117
116-HB2219,Ways And Means,116
117-HB399,Small Business,117
116-HB3694,Homeland Security,116
117-HB3009,Financial Services,117
116-HR1172,Foreign Affairs,116
117-HB2277,Judiciary,117
116-HB6634,Energy And Commerce,116
116-HB7939,Foreign Affairs,116
117-HB6619,Education and Labor,117
117-HB4511,Energy And Commerce,117
117-HB3646,Administration,117
116-HB2386,Energy And Commerce,116
117-HB3087,Energy And Commerce,117
116-HB6943,Energy And Commerce,116
116-HCR8,Energy And Commerce,116
117-HB1535,Judiciary,117
116-HR704,Education and Labor,116
117-HB1545,Transportation And Infrastructure,117
117-HB4466,Foreign Affairs,117
117-HB3247,Oversight and Reform,117
117-HB9270,Administration,117
117-HB4067,Energy And Commerce,117
117-HB7079,Ways And Means,117
116-HB8276,Armed Services,116
117-HB5577,Oversight and Reform,117
116-HB8461,Foreign Affairs,116
116-HB8979,Judiciary,116
117-HR798,Judiciary,117
117-HB8062,Judiciary,117
117-HB5056,Ways And Means,117
116-HB7781,Ways And Means,116
117-HB4707,Financial Services,117
116-HB6199,Ways And Means,116
117-HB1975,Natural Resources,117
116-HB6600,Energy And Commerce,116
116-HB453,Natural Resources,116
116-HB6329,Appropriations,116
116-HB2759,Armed Services,116
117-HB415,Judiciary,117
116-HB2864,Ways And Means,116
117-HB1915,Transportation And Infrastructure,117
116-HB6951,Ways And Means,116
116-HB462,Transportation And Infrastructure,116
117-HB290,Veterans' Affairs,117
117-HB440,Natural Resources,117
117-HB9160,Ways And Means,117
117-HB4601,Veterans' Affairs,117
117-HB4968,Oversight and Reform,117
117-HB56,Energy And Commerce,117
116-HB256,Ways And Means,116
117-HB4654,Judiciary,117
117-HB7255,Energy And Commerce,117
116-HB6941,Energy And Commerce,116
116-HB8760,Oversight and Reform,116
117-HB6085,Education and Labor,117
117-HR151,Judiciary,117
117-HB5245,Judiciary,117
117-HB4857,Judiciary,117
117-HB775,Administration,117
117-HB625,Ways And Means,117
117-HB9545,Energy And Commerce,117
117-HB9399,Transportation And Infrastructure,117
116-HB1537,Oversight and Reform,116
116-HB5401,Transportation And Infrastructure,116
117-HR1064,Rules,117
116-HR1184,Rules,116
116-HB3818,Education and Labor,116
117-HB8617,Financial Services,117
117-HB6760,Financial Services,117
117-HB4189,Judiciary,117
116-HB3063,Judiciary,116
117-HB652,Small Business,117
117-HB5457,Financial Services,117
117-HR1150,Energy And Commerce,117
117-HB8716,Foreign Affairs,117
116-HR423,Education and Labor,116
116-HCR2,Rules,116
116-HB2480,Education and Labor,116
117-HB6814,Financial Services,117
116-HB1784,Education and Labor,116
116-HR265,Judiciary,116
117-HB7386,Armed Services,117
116-HB3505,Armed Services,116
116-HB7867,Transportation And Infrastructure,116
117-HB294,Financial Services,117
116-HB4693,Veterans' Affairs,116
117-HB707,Financial Services,117
117-HB3096,Judiciary,117
117-HB8094,Foreign Affairs,117
117-HB266,Armed Services,117
117-HB3428,Agriculture,117
116-HB7045,Natural Resources,116
117-HB8169,Energy And Commerce,117
116-HB112,Intelligence,116
116-HB4573,Education and Labor,116
117-HB9011,Energy And Commerce,117
116-HB537,Natural Resources,116
116-HB624,Financial Services,116
116-HB5952,Ways And Means,116
116-HB2537,Judiciary,116
116-HB7849,Education and Labor,116
116-HB1989,Judiciary,116
117-HB9106,"Science, Space, And Technology",117
116-HB5335,Energy And Commerce,116
116-HB1454,Judiciary,116
117-HB2201,Energy And Commerce,117
116-HR1064,Oversight and Reform,116
117-HB725,Ways And Means,117
117-HB3118,Oversight and Reform,117
117-HB7295,Ways And Means,117
117-HB7444,Armed Services,117
116-HB2937,Armed Services,116
117-HB4114,Energy And Commerce,117
116-HB379,Judiciary,116
117-HB1176,Energy And Commerce,117
117-HB9001,Judiciary,117
116-HB8829,Transportation And Infrastructure,116
117-HJR57,Foreign Affairs,117
116-HB6055,Judiciary,116
117-HB2821,"Science, Space, And Technology",117
117-HB2148,Energy And Commerce,117
117-HB3630,Energy And Commerce,117
116-HB8611,Oversight and Reform,116
116-HR488,Energy And Commerce,116
116-HB7750,Energy And Commerce,116
117-HB6184,Energy And Commerce,117
116-HR913,Energy And Commerce,116
117-HB633,Natural Resources,117
117-HB2299,Energy And Commerce,117
117-HB33,Energy And Commerce,117
117-HB4061,Ways And Means,117
117-HB1567,Judiciary,117
116-HCR47,"Science, Space, And Technology",116
117-HCR45,Foreign Affairs,117
116-HB4533,Energy And Commerce,116
117-HR17,Foreign Affairs,117
117-HB9056,Education and Labor,117
116-HB8725,Energy And Commerce,116
117-HB6789,Oversight and Reform,117
116-HB1682,Ways And Means,116
117-HB3524,Foreign Affairs,117
117-HB6093,Education and Labor,117
116-HB4323,Energy And Commerce,116
117-HB2925,Judiciary,117
116-HR335,Oversight and Reform,116
117-HB3588,"Science, Space, And Technology",117
116-HB1280,Appropriations,116
116-HB5318,Financial Services,116
116-HB4444,Natural Resources,116
116-HB4996,Energy And Commerce,116
116-HB4231,Financial Services,116
116-HR226,Administration,116
116-HR845,Foreign Affairs,116
116-HB5301,Judiciary,116
117-HB4639,Ways And Means,117
117-HB58,Homeland Security,117
117-HB5181,Ways And Means,117
116-HR425,Oversight and Reform,116
116-HR119,Education and Labor,116
117-HB313,Oversight and Reform,117
117-HJR33,Education and Labor,117
116-HB7388,Transportation And Infrastructure,116
116-HB5875,Judiciary,116
116-HB5162,Ways And Means,116
116-HB6747,Transportation And Infrastructure,116
117-HB748,Judiciary,117
116-HB3547,Education and Labor,116
116-HB4266,Transportation And Infrastructure,116
116-HB3217,Budget,116
116-HR839,"Science, Space, And Technology",116
117-HB1480,Energy And Commerce,117
117-HB9546,Energy And Commerce,117
116-HB6647,Oversight and Reform,116
117-HB8961,Education and Labor,117
117-HB3447,Energy And Commerce,117
117-HB805,Ways And Means,117
117-HB2175,Transportation And Infrastructure,117
117-HB4105,Homeland Security,117
117-HB1907,Judiciary,117
117-HB2280,Judiciary,117
117-HB7876,Ways And Means,117
117-HB5333,Foreign Affairs,117
116-HB8660,Education and Labor,116
116-HB4570,Ways And Means,116
116-HB3190,Foreign Affairs,116
117-HB6910,Judiciary,117
117-HB8187,Natural Resources,117
116-HB5441,Natural Resources,116
116-HB5466,Judiciary,116
117-HB1713,Education and Labor,117
117-HB4241,Armed Services,117
117-HCR20,Education and Labor,117
117-HB2413,Natural Resources,117
116-HR1090,Foreign Affairs,116
117-HB7932,Ways And Means,117
116-HB3831,Natural Resources,116
117-HB1994,Transportation And Infrastructure,117
117-HCR22,Administration,117
117-HB8585,Energy And Commerce,117
116-HB3766,"Science, Space, And Technology",116
116-HB7462,Transportation And Infrastructure,116
117-HB5174,Foreign Affairs,117
116-HB5222,Education and Labor,116
116-HB630,Foreign Affairs,116
116-HB6188,Armed Services,116
117-HB1588,Energy And Commerce,117
117-HB661,Administration,117
116-HB3396,Energy And Commerce,116
117-HB4391,Judiciary,117
116-HB5159,Ways And Means,116
116-HB3927,Energy And Commerce,116
116-HR547,Oversight and Reform,116
117-HR744,Foreign Affairs,117
117-HB1739,Armed Services,117
116-HB6731,Oversight and Reform,116
117-HB8398,Veterans' Affairs,117
117-HB4479,Energy And Commerce,117
116-HB8591,Judiciary,116
117-HB5340,Budget,117
116-HB3447,Energy And Commerce,116
116-HR841,Oversight and Reform,116
117-HB8837,Ways And Means,117
116-HB3006,Energy And Commerce,116
116-HB2637,Homeland Security,116
116-HB8536,Financial Services,116
117-HB1717,Energy And Commerce,117
116-HB5781,Veterans' Affairs,116
117-HB3493,Judiciary,117
116-HB3825,Oversight and Reform,116
116-HB425,"Science, Space, And Technology",116
116-HB8191,Oversight and Reform,116
117-HB6770,Energy And Commerce,117
117-HB614,Education and Labor,117
116-HB596,Foreign Affairs,116
117-HB600,Oversight and Reform,117
116-HB6651,Education and Labor,116
116-HB8058,"Science, Space, And Technology",116
116-HB6571,Veterans' Affairs,116
117-HB3875,Small Business,117
117-HB427,Judiciary,117
117-HB5209,Judiciary,117
116-HB6979,Energy And Commerce,116
117-HB8743,Administration,117
117-HB6368,Oversight and Reform,117
117-HB8622,Oversight and Reform,117
116-HB2232,Judiciary,116
117-HB4430,Foreign Affairs,117
117-HB1483,Ways And Means,117
116-HR895,Education and Labor,116
116-HR791,Foreign Affairs,116
116-HB6622,Energy And Commerce,116
117-HB1730,Energy And Commerce,117
117-HB2155,Transportation And Infrastructure,117
117-HB298,Transportation And Infrastructure,117
117-HB5110,Energy And Commerce,117
116-HJR96,Judiciary,116
117-HB2947,Education and Labor,117
116-HB1727,Ways And Means,116
117-HB4350,Armed Services,117
117-HB1094,Oversight and Reform,117
117-HB8227,Judiciary,117
116-HB8693,Education and Labor,116
116-HB6923,Financial Services,116
116-HB1509,Financial Services,116
116-HB5449,Transportation And Infrastructure,116
117-HB4264,Education and Labor,117
117-HB3715,Transportation And Infrastructure,117
116-HB3833,Education and Labor,116
117-HB6104,Oversight and Reform,117
117-HB3596,Veterans' Affairs,117
117-HB8173,Judiciary,117
116-HR500,Financial Services,116
117-HB6567,Transportation And Infrastructure,117
117-HB7822,Ways And Means,117
117-HB7498,Agriculture,117
117-HB1040,Ways And Means,117
117-HB6237,Judiciary,117
116-HB6431,Transportation And Infrastructure,116
117-HB9517,Natural Resources,117
116-HB1783,Agriculture,116
117-HB6591,Energy And Commerce,117
116-HR106,Foreign Affairs,116
116-HR34,Oversight and Reform,116
116-HR1246,Foreign Affairs,116
117-HB5055,Financial Services,117
117-HB3838,Ways And Means,117
116-HB7777,Small Business,116
117-HB9327,Education and Labor,117
116-HB1233,Homeland Security,116
116-HB5499,Transportation And Infrastructure,116
117-HB5384,Natural Resources,117
117-HB3366,Small Business,117
117-HB8510,Veterans' Affairs,117
117-HB4224,Transportation And Infrastructure,117
117-HB201,Transportation And Infrastructure,117
116-HB3734,Small Business,116
117-HB3040,Education and Labor,117
117-HB8005,Ways And Means,117
116-HR1206,Education and Labor,116
117-HR1269,Ways And Means,117
116-HR651,Education and Labor,116
116-HB6827,Financial Services,116
116-HB674,Energy And Commerce,116
117-HB1279,Judiciary,117
117-HB1386,Energy And Commerce,117
116-HB4054,Administration,116
116-HR780,Ethics,116
116-HR942,"Science, Space, And Technology",116
117-HB2495,Judiciary,117
116-HB8167,Energy And Commerce,116
116-HR700,Oversight and Reform,116
117-HR105,Judiciary,117
117-HB6938,Education and Labor,117
116-HB3524,Foreign Affairs,116
116-HB6589,Veterans' Affairs,116
117-HB8681,Foreign Affairs,117
117-HB7670,Small Business,117
116-HB2719,Oversight and Reform,116
117-HB3615,Education and Labor,117
117-HB5573,Transportation And Infrastructure,117
116-HB1239,Judiciary,116
116-HB8453,Oversight and Reform,116
116-HB8472,Education and Labor,116
117-HB1618,Oversight and Reform,117
116-HR1010,Administration,116
117-HB3876,Judiciary,117
116-HB8565,Judiciary,116
117-HB7446,Armed Services,117
117-HB4193,Judiciary,117
116-HB6963,Energy And Commerce,116
116-HB1475,Natural Resources,116
116-HB8130,Veterans' Affairs,116
116-HR437,Judiciary,116
117-HR197,Foreign Affairs,117
116-HB4083,Education and Labor,116
116-HB6085,Oversight and Reform,116
117-HB1826,Energy And Commerce,117
117-HB8669,Energy And Commerce,117
116-HB2982,Veterans' Affairs,116
117-HR207,Administration,117
117-HB1495,Energy And Commerce,117
117-HB2634,Ways And Means,117
116-HB6250,Oversight and Reform,116
117-HB508,Transportation And Infrastructure,117
116-HB8360,Oversight and Reform,116
116-HB7098,Natural Resources,116
117-HR1437,Energy And Commerce,117
116-HB2660,Administration,116
116-HB4785,Oversight and Reform,116
116-HB7206,Judiciary,116
116-HB4359,Judiciary,116
116-HB827,Education and Labor,116
117-HB5415,Ways And Means,117
116-HB4759,Transportation And Infrastructure,116
117-HR1527,Judiciary,117
116-HB6463,Transportation And Infrastructure,116
116-HB2131,Ways And Means,116
117-HB7618,Natural Resources,117
117-HB8423,Foreign Affairs,117
117-HB5305,Appropriations,117
116-HB4058,Ways And Means,116
117-HR391,Energy And Commerce,117
117-HB7745,Foreign Affairs,117
117-HB2519,Natural Resources,117
117-HB6985,Ways And Means,117
117-HB8281,Armed Services,117
116-HB3609,"Science, Space, And Technology",116
116-HB5860,Energy And Commerce,116
117-HB5026,Veterans' Affairs,117
117-HB2407,Ways And Means,117
116-HR163,Energy And Commerce,116
117-HB409,Education and Labor,117
116-HB3324,Transportation And Infrastructure,116
116-HB5965,"Science, Space, And Technology",116
116-HB8345,Financial Services,116
117-HR491,Oversight and Reform,117
116-HB84,Financial Services,116
117-HB8132,Energy And Commerce,117
116-HR499,Judiciary,116
116-HB6420,Ways And Means,116
117-HB5041,Financial Services,117
117-HB2653,Ways And Means,117
116-HB2907,Armed Services,116
116-HB839,Transportation And Infrastructure,116
117-HB1389,Agriculture,117
116-HB2332,Ways And Means,116
117-HR1400,Foreign Affairs,117
117-HB4652,Education and Labor,117
117-HB6545,Energy And Commerce,117
116-HB6707,Natural Resources,116
117-HB2268,Veterans' Affairs,117
116-HB4023,Financial Services,116
116-HB6072,Armed Services,116
117-HB896,Financial Services,117
116-HB24,Oversight and Reform,116
117-HB9117,Veterans' Affairs,117
117-HB878,Natural Resources,117
117-HR158,Energy And Commerce,117
116-HB6740,Oversight and Reform,116
117-HB3645,Oversight and Reform,117
117-HB4451,Financial Services,117
116-HR939,Financial Services,116
116-HB7128,Transportation And Infrastructure,116
116-HB7140,Armed Services,116
117-HB7004,Agriculture,117
117-HB3008,Financial Services,117
116-HB3709,Ways And Means,116
116-HB8282,Education and Labor,116
116-HB6809,Energy And Commerce,116
117-HB5404,Foreign Affairs,117
117-HB1518,Judiciary,117
116-HCR87,Administration,116
116-HR986,Foreign Affairs,116
117-HB2253,Education and Labor,117
117-HR1440,"Science, Space, And Technology",117
116-HB2308,Veterans' Affairs,116
117-HB4315,Ways And Means,117
117-HB2183,Energy And Commerce,117
117-HR836,Energy And Commerce,117
116-HB5226,Administration,116
116-HB6895,Judiciary,116
116-HB676,Foreign Affairs,116
117-HB7815,Energy And Commerce,117
116-HB6408,Ways And Means,116
117-HB1111,Oversight and Reform,117
116-HR1225,Education and Labor,116
117-HB1243,Ways And Means,117
116-HB1231,Armed Services,116
117-HB4078,Financial Services,117
117-HB8021,Energy And Commerce,117
116-HB4936,Financial Services,116
116-HB3699,Homeland Security,116
116-HB6521,Energy And Commerce,116
117-HR40,Judiciary,117
117-HB1688,Natural Resources,117
117-HR1365,Education and Labor,117
117-HB2540,Financial Services,117
117-HB3236,Foreign Affairs,117
117-HB3740,Judiciary,117
116-HB4227,Energy And Commerce,116
117-HB3783,Energy And Commerce,117
116-HB5082,Ways And Means,116
117-HB412,Administration,117
116-HB2183,Energy And Commerce,116
117-HB7262,Budget,117
117-HR1112,Foreign Affairs,117
117-HB7718,Energy And Commerce,117
117-HR741,Oversight and Reform,117
117-HR564,Foreign Affairs,117
117-HB2790,Education and Labor,117
117-HCR40,Armed Services,117
116-HB3535,Veterans' Affairs,116
116-HB1029,"Science, Space, And Technology",116
117-HB1081,Ways And Means,117
117-HR323,Oversight and Reform,117
116-HB4285,Veterans' Affairs,116
117-HB9437,Financial Services,117
116-HB2261,Judiciary,116
117-HR211,Administration,117
117-HB232,Ways And Means,117
117-HR953,Transportation And Infrastructure,117
117-HB4980,Homeland Security,117
117-HB939,Natural Resources,117
116-HB3295,Financial Services,116
117-HB1426,Ways And Means,117
116-HB681,Oversight and Reform,116
116-HB3614,Financial Services,116
116-HB2414,Education and Labor,116
117-HB4765,Judiciary,117
117-HJR86,Judiciary,117
116-HB3516,Judiciary,116
116-HB652,Ways And Means,116
116-HB4739,Homeland Security,116
117-HB9200,Energy And Commerce,117
116-HB3748,Judiciary,116
117-HB8128,Ways And Means,117
116-HB671,Judiciary,116
116-HB3786,Education and Labor,116
116-HB6662,Financial Services,116
117-HB4370,Natural Resources,117
117-HB208,Oversight and Reform,117
117-HB9246,Ways And Means,117
116-HB5866,Judiciary,116
116-HB1950,Judiciary,116
116-HB2804,Transportation And Infrastructure,116
117-HB3767,Education and Labor,117
117-HB6129,Judiciary,117
117-HB5234,Ways And Means,117
116-HB8825,Armed Services,116
116-HB2097,Foreign Affairs,116
117-HB6284,Natural Resources,117
117-HB251,Education and Labor,117
117-HB7589,Veterans' Affairs,117
117-HB510,Transportation And Infrastructure,117
116-HB643,Foreign Affairs,116
116-HB755,Natural Resources,116
117-HR199,Administration,117
116-HB3987,Financial Services,116
116-HB5811,Homeland Security,116
117-HB4598,Transportation And Infrastructure,117
117-HB5933,Oversight and Reform,117
116-HB3651,Natural Resources,116
116-HB2924,Veterans' Affairs,116
116-HB9051,Ways And Means,116
117-HB4823,Ways And Means,117
117-HB1581,Education and Labor,117
117-HB9138,Small Business,117
117-HB6578,Foreign Affairs,117
117-HB6498,Foreign Affairs,117
116-HB3522,Education and Labor,116
117-HB9317,Administration,117
116-HB5694,Natural Resources,116
117-HB5277,Armed Services,117
117-HB1983,Natural Resources,117
116-HR1163,Foreign Affairs,116
116-HB7898,Energy And Commerce,116
116-HB4569,Small Business,116
116-HB6727,Ways And Means,116
116-HB6191,Natural Resources,116
117-HB2686,Oversight and Reform,117
116-HB8793,Judiciary,116
117-HB8503,Foreign Affairs,117
117-HB8791,Energy And Commerce,117
117-HB4955,Administration,117
117-HB1885,Energy And Commerce,117
116-HB2194,Foreign Affairs,116
117-HB8149,Judiciary,117
116-HB8983,Financial Services,116
117-HB3312,Education and Labor,117
117-HR1128,Foreign Affairs,117
116-HB98,Judiciary,116
117-HB6393,Rules,117
117-HB4500,Financial Services,117
117-HB827,Oversight and Reform,117
116-HB1038,Financial Services,116
117-HB8487,Ways And Means,117
117-HB5432,Energy And Commerce,117
116-HB4728,Ways And Means,116
117-HB2104,Oversight and Reform,117
116-HCR19,Transportation And Infrastructure,116
117-HB8753,Education and Labor,117
116-HB6969,Energy And Commerce,116
116-HB524,Natural Resources,116
117-HB789,Veterans' Affairs,117
116-HB1451,Judiciary,116
116-HB670,Natural Resources,116
116-HR217,Oversight and Reform,116
117-HB8497,Energy And Commerce,117
116-HB3296,Energy And Commerce,116
117-HB4353,"Science, Space, And Technology",117
116-HB7185,Judiciary,116
116-HB5525,Veterans' Affairs,116
117-HB7721,Judiciary,117
117-HB1490,Small Business,117
116-HB8735,Oversight and Reform,116
117-HB7207,Ways And Means,117
117-HB2400,Agriculture,117
116-HB4267,Financial Services,116
117-HB3233,Homeland Security,117
116-HB1946,Administration,116
117-HB3190,Foreign Affairs,117
117-HB1980,Education and Labor,117
117-HR241,Education and Labor,117
116-HB87,Judiciary,116
117-HR1089,Judiciary,117
116-HB8691,Education and Labor,116
117-HR256,Transportation And Infrastructure,117
116-HB5822,Homeland Security,116
117-HB5033,Ways And Means,117
117-HB5093,Natural Resources,117
117-HR69,Natural Resources,117
116-HB3255,Energy And Commerce,116
116-HB8427,Energy And Commerce,116
117-HB5591,Agriculture,117
116-HB1622,Agriculture,116
117-HJR66,Judiciary,117
117-HB5941,Veterans' Affairs,117
116-HB5371,Judiciary,116
116-HB2107,Education and Labor,116
117-HB7649,Energy And Commerce,117
116-HB6688,Agriculture,116
116-HR926,Energy And Commerce,116
117-HB332,Judiciary,117
117-HB2829,Energy And Commerce,117
116-HB3607,"Science, Space, And Technology",116
116-HB7740,Small Business,116
117-HB7390,Education and Labor,117
117-HB826,Foreign Affairs,117
117-HB6541,Small Business,117
117-HB1938,Armed Services,117
117-HB8382,Judiciary,117
116-HB5783,Transportation And Infrastructure,116
117-HB7967,Judiciary,117
117-HB2643,Natural Resources,117
117-HR1237,Energy And Commerce,117
117-HB7427,Energy And Commerce,117
117-HB718,Natural Resources,117
116-HB1272,Administration,116
116-HR567,Energy And Commerce,116
117-HB2243,Education and Labor,117
116-HB4417,Ways And Means,116
117-HR1353,Oversight and Reform,117
117-HB1347,Judiciary,117
117-HR1132,Foreign Affairs,117
116-HB4327,Education and Labor,116
116-HB1351,Judiciary,116
117-HB5736,Energy And Commerce,117
117-HB2961,"Science, Space, And Technology",117
116-HB1772,Judiciary,116
117-HB7188,Veterans' Affairs,117
116-HB8716,Foreign Affairs,116
116-HB4075,Judiciary,116
117-HB7509,Natural Resources,117
117-HR620,Education and Labor,117
116-HB9048,Oversight and Reform,116
117-HB7393,Veterans' Affairs,117
117-HB7786,Transportation And Infrastructure,117
117-HB3402,Veterans' Affairs,117
116-HB5532,"Science, Space, And Technology",116
116-HB5741,Energy And Commerce,116
117-HB5725,Natural Resources,117
117-HB347,Ways And Means,117
116-HB414,Transportation And Infrastructure,116
117-HB2231,Oversight and Reform,117
116-HB1118,Ways And Means,116
116-HB5647,Education and Labor,116
117-HB6045,Ways And Means,117
116-HB6646,Education and Labor,116
117-HB2302,Energy And Commerce,117
116-HB934,Natural Resources,116
116-HB6785,Transportation And Infrastructure,116
117-HB1924,Judiciary,117
117-HB2927,Ways And Means,117
117-HB1620,Judiciary,117
116-HB1607,Energy And Commerce,116
116-HB1440,Oversight and Reform,116
116-HB4053,Administration,116
116-HB1249,Armed Services,116
116-HJR67,Ways And Means,116
116-HB3503,Education and Labor,116
116-HB6590,Veterans' Affairs,116
117-HB147,Veterans' Affairs,117
117-HB1536,Education and Labor,117
116-HB3334,Education and Labor,116
117-HB5524,Judiciary,117
117-HB9051,Foreign Affairs,117
117-HB5202,Armed Services,117
117-HB5124,Energy And Commerce,117
117-HR563,Energy And Commerce,117
116-HB7274,Transportation And Infrastructure,116
117-HR909,Energy And Commerce,117
117-HB8286,Natural Resources,117
116-HR320,Education and Labor,116
116-HB8633,Energy And Commerce,116
117-HB1019,Ways And Means,117
117-HB6271,Ways And Means,117
117-HB5765,Transportation And Infrastructure,117
116-HB7146,Judiciary,116
116-HB5276,Foreign Affairs,116
116-HCR36,Transportation And Infrastructure,116
117-HR1217,Energy And Commerce,117
116-HB2519,Energy And Commerce,116
116-HB6577,Energy And Commerce,116
116-HB1770,Ways And Means,116
116-HB1065,Oversight and Reform,116
116-HB6833,Foreign Affairs,116
116-HR247,Education and Labor,116
117-HB6387,Homeland Security,117
116-HB779,Education and Labor,116
116-HB3456,Foreign Affairs,116
116-HB6533,Armed Services,116
117-HB8987,Judiciary,117
116-HB3720,Intelligence,116
117-HB3309,Ways And Means,117
117-HR1488,Judiciary,117
116-HB7141,Energy And Commerce,116
117-HB2800,Veterans' Affairs,117
116-HB3660,Judiciary,116
116-HB4344,Financial Services,116
117-HB4253,Energy And Commerce,117
117-HB638,Rules,117
116-HB547,Veterans' Affairs,116
116-HB7762,Ways And Means,116
117-HB2951,Ways And Means,117
116-HB7182,Transportation And Infrastructure,116
117-HB1944,Ways And Means,117
116-HJR46,Transportation And Infrastructure,116
116-HB8669,Ways And Means,116
116-HB3347,Ways And Means,116
116-HR290,Energy And Commerce,116
117-HB2409,Foreign Affairs,117
117-HR293,Education and Labor,117
116-HB4931,Transportation And Infrastructure,116
117-HB2580,Veterans' Affairs,117
116-HB5831,Foreign Affairs,116
116-HB2636,Energy And Commerce,116
117-HB217,Veterans' Affairs,117
117-HB2049,Agriculture,117
117-HB241,Foreign Affairs,117
116-HR578,Education and Labor,116
116-HB5900,Energy And Commerce,116
117-HB8402,Energy And Commerce,117
116-HB5204,Education and Labor,116
117-HB8276,Judiciary,117
116-HB7701,Energy And Commerce,116
117-HR1329,Agriculture,117
117-HB3165,Energy And Commerce,117
117-HR372,Energy And Commerce,117
117-HJR3,Judiciary,117
117-HB1870,Homeland Security,117
116-HB4134,Agriculture,116
117-HB565,"Science, Space, And Technology",117
117-HR1427,Energy And Commerce,117
117-HB3176,Natural Resources,117
116-HB7916,Ways And Means,116
116-HR283,Judiciary,116
116-HB786,Natural Resources,116
117-HB9361,Judiciary,117
116-HB4099,Judiciary,116
116-HR935,Rules,116
116-HB7691,Ways And Means,116
117-HB6695,Veterans' Affairs,117
117-HB218,Natural Resources,117
117-HB6470,Foreign Affairs,117
116-HR671,Foreign Affairs,116
117-HB6298,Energy And Commerce,117
117-HB5317,Veterans' Affairs,117
117-HB3526,Financial Services,117
117-HB6440,Judiciary,117
117-HR417,Budget,117
117-HR948,Energy And Commerce,117
116-HB6704,Financial Services,116
117-HB5475,Financial Services,117
117-HB8687,Veterans' Affairs,117
117-HB81,Judiciary,117
116-HB8138,Energy And Commerce,116
116-HB8098,Energy And Commerce,116
117-HB5049,Judiciary,117
116-HB7403,Small Business,116
116-HB1710,Ways And Means,116
116-HB3305,Oversight and Reform,116
117-HR183,Natural Resources,117
117-HR905,Energy And Commerce,117
117-HB3846,"Science, Space, And Technology",117
116-HB7169,Armed Services,116
116-HB2335,Education and Labor,116
117-HB6706,Judiciary,117
117-HB5726,Energy And Commerce,117
117-HB8726,Foreign Affairs,117
116-HB4334,Education and Labor,116
117-HB4876,Judiciary,117
116-HR1049,Financial Services,116
117-HB9492,Foreign Affairs,117
117-HB615,Ways And Means,117
117-HB9185,Judiciary,117
116-HB8320,Education and Labor,116
117-HB8442,Education and Labor,117
117-HB7479,Judiciary,117
116-HB8414,Education and Labor,116
116-HB514,Energy And Commerce,116
116-HB1297,Ways And Means,116
117-HB6086,Natural Resources,117
117-HB7481,Energy And Commerce,117
117-HB4782,Oversight and Reform,117
117-HB8134,Energy And Commerce,117
117-HB7695,Armed Services,117
117-HB8486,Education and Labor,117
116-HB4892,Homeland Security,116
116-HB5474,Natural Resources,116
117-HB4546,Foreign Affairs,117
117-HR26,Judiciary,117
116-HB7334,Natural Resources,116
116-HB8063,Ways And Means,116
116-HB4095,Ways And Means,116
117-HJR100,Transportation And Infrastructure,117
116-HB3411,Energy And Commerce,116
116-HR139,Oversight and Reform,116
116-HB6217,Financial Services,116
116-HB2665,Energy And Commerce,116
117-HB5235,Energy And Commerce,117
116-HR459,Education and Labor,116
117-HB3117,Judiciary,117
117-HB1827,Judiciary,117
117-HJR104,Education and Labor,117
116-HB33,Judiciary,116
116-HB7077,Energy And Commerce,116
117-HR1249,Judiciary,117
116-HB1463,Oversight and Reform,116
116-HR53,Ethics,116
117-HB2508,Agriculture,117
117-HB4781,Natural Resources,117
117-HB607,Administration,117
116-HB1602,Energy And Commerce,116
117-HB2033,Ways And Means,117
116-HB323,Ways And Means,116
117-HB8055,Education and Labor,117
117-HB3501,Ways And Means,117
116-HR76,Energy And Commerce,116
116-HB2551,Natural Resources,116
117-HB3014,Natural Resources,117
117-HB4833,Natural Resources,117
117-HB9421,Financial Services,117
117-HJR34,Energy And Commerce,117
